tenant_id,company_name,plan,region,industry,employee_size,csm_assigned,subscription_id,plan_sub,arr,contract_start_date,renewal_date,churned,churn_date,next_renewal_date,days_to_next_renewal,company_id,lifecycle_stage,acquisition_source,pov_started,created_at,region_crm,industry_crm,snapshot_active,churn_90d,days_to_renewal,tenure_days,days_to_renewal_<180,users_total,admins,members,read_only,events_30d,active_event_days_30d,active_users_evt_30d,event_types_used_30d,evt_license_optimization_viewed_30d,evt_license_recommendation_applied_30d,evt_policy_created_30d,evt_policy_updated_30d,evt_pp_sync_completed_30d,evt_pp_sync_started_30d,evt_report_generated_30d,evt_risky_workspace_detected_30d,evt_risky_workspace_resolved_30d,evt_sensitivity_label_applied_30d,evt_sensitivity_label_recommended_30d,events_60d,active_event_days_60d,active_users_evt_60d,event_types_used_60d,evt_license_optimization_viewed_60d,evt_license_recommendation_applied_60d,evt_policy_created_60d,evt_policy_updated_60d,evt_pp_sync_completed_60d,evt_pp_sync_started_60d,evt_report_generated_60d,evt_risky_workspace_detected_60d,evt_risky_workspace_resolved_60d,evt_sensitivity_label_applied_60d,evt_sensitivity_label_recommended_60d,events_90d,active_event_days_90d,active_users_evt_90d,event_types_used_90d,evt_license_optimization_viewed_90d,evt_license_recommendation_applied_90d,evt_policy_created_90d,evt_policy_updated_90d,evt_pp_sync_completed_90d,evt_pp_sync_started_90d,evt_report_generated_90d,evt_risky_workspace_detected_90d,evt_risky_workspace_resolved_90d,evt_sensitivity_label_applied_90d,evt_sensitivity_label_recommended_90d,cur45_events,cur45_active_users,prev45_events,prev45_active_users,trend45_total_events,trend45_active_users,cur45_events_value,cur45_active_users_value,prev45_events_value,prev45_active_users_value,trend45_value_events,trend45_active_users_value,cur45_license_optimization_viewed,prev45_license_optimization_viewed,trend45_license_optimization_viewed,cur45_license_recommendation_applied,prev45_license_recommendation_applied,trend45_license_recommendation_applied,cur45_policy_created,prev45_policy_created,trend45_policy_created,cur45_policy_updated,prev45_policy_updated,trend45_policy_updated,cur45_pp_sync_completed,prev45_pp_sync_completed,trend45_pp_sync_completed,cur45_pp_sync_started,prev45_pp_sync_started,trend45_pp_sync_started,cur45_report_generated,prev45_report_generated,trend45_report_generated,cur45_risky_workspace_detected,prev45_risky_workspace_detected,trend45_risky_workspace_detected,cur45_risky_workspace_resolved,prev45_risky_workspace_resolved,trend45_risky_workspace_resolved,cur45_sensitivity_label_applied,prev45_sensitivity_label_applied,trend45_sensitivity_label_applied,cur45_sensitivity_label_recommended,prev45_sensitivity_label_recommended,trend45_sensitivity_label_recommended,value_events_30d,other_events_30d,value_share_30d,value_events_60d,other_events_60d,value_share_60d,value_events_90d,other_events_90d,value_share_90d,crm_touches_30d,crm_touch_days_30d,crm_activity_types_30d,avg_days_to_renewal_touch_30d,positive_touches_30d,neutral_touches_30d,negative_touches_30d,no_response_touches_30d,email_sent_30d,call_completed_30d,meeting_held_30d,support_ticket_30d,qbr_completed_30d,crm_touches_60d,crm_touch_days_60d,crm_activity_types_60d,avg_days_to_renewal_touch_60d,positive_touches_60d,neutral_touches_60d,negative_touches_60d,no_response_touches_60d,email_sent_60d,call_completed_60d,meeting_held_60d,support_ticket_60d,qbr_completed_60d,crm_touches_90d,crm_touch_days_90d,crm_activity_types_90d,avg_days_to_renewal_touch_90d,positive_touches_90d,neutral_touches_90d,negative_touches_90d,no_response_touches_90d,email_sent_90d,call_completed_90d,meeting_held_90d,support_ticket_90d,qbr_completed_90d,crm_touches_180d,crm_touch_days_180d,crm_activity_types_180d,avg_days_to_renewal_touch_180d,positive_touches_180d,neutral_touches_180d,negative_touches_180d,no_response_touches_180d,email_sent_180d,call_completed_180d,meeting_held_180d,support_ticket_180d,qbr_completed_180d,last_crm_touch_date,days_since_last_crm_touch,positive_touch_rate_30d,neutral_touch_rate_30d,negative_touch_rate_30d,no_response_touch_rate_30d,positive_touch_rate_60d,neutral_touch_rate_60d,negative_touch_rate_60d,no_response_touch_rate_60d,positive_touch_rate_90d,neutral_touch_rate_90d,negative_touch_rate_90d,no_response_touch_rate_90d,active_user_rate_30d,active_user_rate_60d,active_user_rate_90d,admin_share,expansion_signal,health_score_0_100,health_segment,renewal_bucket,at_risk_flag,quiet_account_flag,expansion_candidate_flag,churn_risk_90d,risk_rank
ten_258,Dean-Jimenez,enterprise,LATAM,Legal,201-1000,Joshua,sub_ten_258,enterprise,92225.56,2023-08-22,2024-08-21,0,,2024-08-21,52,crm_ten_258,onboarding,outbound,1,2023-08-22,LATAM,Legal,1,0,52,313,True,5,0,4,1,607.0,24.0,5.0,11.0,56.0,50.0,35.0,96.0,50.0,77.0,58.0,72.0,58.0,31.0,24.0,1254.0,47.0,5.0,11.0,104.0,137.0,84.0,135.0,122.0,132.0,95.0,142.0,97.0,115.0,91.0,2131.0,74.0,5.0,11.0,191.0,209.0,145.0,228.0,217.0,195.0,217.0,229.0,174.0,184.0,142.0,885.0,5.0,1246.0,5.0,-0.2894947874899759,0.0,370.0,5.0,559.0,5.0,-0.3375,0.0,73.0,118.0,-0.3781512605042016,96.0,113.0,-0.1491228070175438,53.0,92.0,-0.4193548387096774,103.0,125.0,-0.1746031746031746,86.0,131.0,-0.3409090909090909,117.0,78.0,0.4936708860759494,79.0,138.0,-0.4244604316546763,97.0,132.0,-0.2631578947368421,68.0,106.0,-0.3551401869158878,67.0,117.0,-0.423728813559322,46.0,96.0,-0.5154639175257731,224.0,383.0,0.3684210526315789,555.0,699.0,0.4422310756972111,929.0,1202.0,0.4357410881801126,1.0,1.0,1.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,93.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,93.5,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,8.0,3.0,150.875,3.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,5.0,2024-06-03,27.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0,0.614559649122807,29.7,watchlist,31-90d,1,0,0,0.2313692033747465,39.0
ten_260,"Anderson, Roberts and Gilmore",starter,NAM,Technology,1-50,Patricia,sub_ten_260,starter,4827.21,2023-06-02,2024-06-01,0,,2025-06-01,336,crm_ten_260,active,inbound,0,2023-06-02,NAM,Technology,1,0,336,394,False,2,0,1,1,76.0,7.0,2.0,10.0,7.0,4.0,7.0,14.0,0.0,1.0,11.0,4.0,7.0,16.0,5.0,116.0,11.0,2.0,11.0,7.0,9.0,7.0,14.0,5.0,1.0,27.0,6.0,7.0,16.0,17.0,160.0,15.0,2.0,11.0,14.0,9.0,10.0,26.0,17.0,2.0,27.0,6.0,10.0,19.0,20.0,93.0,2.0,67.0,2.0,0.3823529411764705,0.0,39.0,2.0,26.0,2.0,0.4814814814814814,0.0,7.0,7.0,0.0,9.0,,9.0,7.0,3.0,1.0,14.0,12.0,0.1538461538461538,,17.0,-0.9444444444444444,1.0,1.0,0.0,18.0,9.0,0.9,4.0,2.0,0.6666666666666666,7.0,3.0,1.0,16.0,3.0,3.25,10.0,10.0,0.0,34.0,42.0,0.4415584415584415,44.0,72.0,0.376068376068376,65.0,95.0,0.4037267080745341,1.0,1.0,1.0,-14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-14.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,73.75,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2024-06-15,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.4477341991341991,69.6,stable,180d+,0,0,0,0.02930758740551637,436.0
ten_261,Martinez-Dudley,enterprise,NAM,Healthcare,1-50,Joshua,sub_ten_261,enterprise,116017.05,2023-02-15,2024-02-15,0,,2025-02-14,229,crm_ten_261,at-risk,partner,1,2023-02-15,NAM,Healthcare,1,0,229,501,False,3,2,0,1,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,52.0,4.0,2.0,8.0,0.0,7.0,2.0,13.0,0.0,6.0,5.0,4.0,10.0,0.0,5.0,9.0,1.0,43.0,2.0,-0.7727272727272727,-0.3333333333333333,,,19.0,2.0,-0.95,-0.6666666666666666,,,0.0,,7.0,-0.875,,2.0,-0.6666666666666666,,13.0,-0.9285714285714286,,,0.0,,6.0,-0.8571428571428571,5.0,,5.0,4.0,,4.0,,10.0,-0.9090909090909092,,,0.0,,5.0,-0.8333333333333334,0.0,9.0,0.0,0.0,9.0,0.0,19.0,33.0,0.3584905660377358,3.0,3.0,2.0,-124.33333333333331,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,5.0,3.0,-114.6,2.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,9.0,9.0,4.0,-89.88888888888889,5.0,3.0,0.0,1.0,1.0,2.0,4.0,2.0,0.0,18.0,18.0,5.0,-45.888888888888886,11.0,5.0,1.0,1.0,3.0,4.0,7.0,2.0,2.0,2024-06-22,8.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.4,0.4,0.0,0.2,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,0.25,0.25,0.5,0.5,0.2002,6.4,critical,180d+,0,0,0,0.10085602006232375,209.0
ten_262,"Lloyd, Mckinney and Collins",business,EMEA,Technology,51-200,Jill,sub_ten_262,business,39997.75,2023-01-05,2024-01-05,0,,2025-01-04,188,crm_ten_262,at-risk,trial,1,2023-01-05,EMEA,Technology,1,0,188,542,False,2,1,0,1,18.0,3.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,6.0,41.0,5.0,2.0,6.0,0.0,12.0,0.0,0.0,5.0,0.0,7.0,6.0,2.0,0.0,9.0,61.0,6.0,2.0,8.0,0.0,12.0,7.0,0.0,12.0,0.0,7.0,6.0,2.0,6.0,9.0,41.0,2.0,20.0,1.0,1.0,0.5,19.0,2.0,20.0,1.0,-0.0476190476190476,0.5,,,0.0,12.0,,12.0,,7.0,-0.875,,,0.0,5.0,7.0,-0.25,,,0.0,7.0,,7.0,6.0,,6.0,2.0,,2.0,,6.0,-0.8571428571428571,9.0,,9.0,8.0,10.0,0.4210526315789473,19.0,22.0,0.4523809523809524,39.0,22.0,0.6290322580645161,,,,,,,,,,,,,,3.0,3.0,2.0,-135.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,3.0,-124.5,2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,6.0,6.0,3.0,-109.5,4.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,2024-05-30,31.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.5,0.25,0.25,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3082491228070175,47.0,watchlist,180d+,0,0,0,0.04726611055121776,370.0
ten_263,Tran Inc,enterprise,EMEA,Manufacturing,201-1000,Danielle,sub_ten_263,enterprise,87856.85,2023-10-22,2024-10-21,0,,2024-10-21,113,crm_ten_263,at-risk,referral,1,2023-10-22,EMEA,Manufacturing,1,0,113,252,True,7,1,4,2,1016.0,27.0,7.0,11.0,68.0,65.0,93.0,111.0,103.0,107.0,74.0,105.0,116.0,85.0,89.0,2171.0,55.0,7.0,11.0,164.0,202.0,219.0,210.0,210.0,198.0,170.0,193.0,231.0,199.0,175.0,3327.0,84.0,7.0,11.0,277.0,301.0,314.0,326.0,300.0,287.0,297.0,301.0,366.0,291.0,267.0,1522.0,7.0,1805.0,7.0,-0.1566998892580288,0.0,733.0,7.0,839.0,7.0,-0.1261904761904762,0.0,112.0,165.0,-0.3192771084337349,110.0,191.0,-0.421875,146.0,168.0,-0.1301775147928994,141.0,185.0,-0.2365591397849462,156.0,144.0,0.0827586206896551,152.0,135.0,0.125,103.0,194.0,-0.4666666666666667,141.0,160.0,-0.1180124223602484,175.0,191.0,-0.0833333333333333,146.0,145.0,0.0068493150684931,140.0,127.0,0.1015625,462.0,554.0,0.4542772861356932,1061.0,1110.0,0.4884898710865561,1572.0,1755.0,0.4723557692307692,1.0,1.0,1.0,117.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,141.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,5.0,3.0,157.2,4.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,15.0,14.0,4.0,217.06666666666663,12.0,1.0,1.0,1.0,9.0,1.0,1.0,0.0,4.0,2024-06-26,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.875,0.875,0.875,0.125,0.708583185840708,40.6,watchlist,91-180d,0,0,0,0.12124736633563203,158.0
ten_264,Gay Inc,business,NAM,Government,201-1000,Jill,sub_ten_264,business,25320.32,2023-03-24,2024-03-23,0,,2025-03-23,266,crm_ten_264,at-risk,referral,1,2023-03-24,NAM,Government,1,0,266,464,False,9,2,4,3,118.0,2.0,8.0,10.0,0.0,16.0,3.0,9.0,19.0,17.0,5.0,15.0,18.0,11.0,5.0,159.0,3.0,9.0,11.0,11.0,16.0,4.0,9.0,19.0,19.0,5.0,28.0,26.0,17.0,5.0,227.0,4.0,9.0,11.0,18.0,16.0,4.0,17.0,19.0,31.0,12.0,43.0,40.0,22.0,5.0,159.0,9.0,68.0,4.0,1.318840579710145,1.0,82.0,7.0,19.0,3.0,3.15,1.0,11.0,7.0,0.5,16.0,,16.0,4.0,,4.0,9.0,8.0,0.1111111111111111,19.0,,19.0,19.0,12.0,0.5384615384615384,5.0,7.0,-0.25,28.0,15.0,0.8125,26.0,14.0,0.8,17.0,5.0,2.0,5.0,,5.0,67.0,51.0,0.5630252100840336,82.0,77.0,0.5125,101.0,126.0,0.4429824561403508,3.0,3.0,3.0,-82.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,-74.25,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,6.0,5.0,-57.333333333333336,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,7.0,5.0,-49.42857142857143,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2024-06-21,9.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.75,0.0,0.0,0.25,0.5,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.8,0.9,0.9,0.2,0.73850756302521,83.4,strong,180d+,0,0,0,0.07291792319920504,269.0
ten_265,Valentine-Holland,starter,NAM,Legal,201-1000,Erica,sub_ten_265,starter,3990.11,2023-03-11,2024-03-10,0,,2025-03-10,253,crm_ten_265,onboarding,partner,0,2023-03-11,NAM,Legal,1,0,253,477,False,7,1,5,1,342.0,8.0,7.0,11.0,24.0,22.0,36.0,41.0,35.0,16.0,36.0,35.0,38.0,23.0,36.0,706.0,18.0,7.0,11.0,65.0,62.0,81.0,87.0,72.0,25.0,65.0,64.0,66.0,44.0,75.0,1000.0,24.0,7.0,11.0,96.0,91.0,103.0,121.0,102.0,59.0,83.0,83.0,81.0,66.0,115.0,583.0,7.0,417.0,7.0,0.3971291866028708,0.0,271.0,7.0,172.0,7.0,0.5722543352601156,0.0,43.0,53.0,-0.1851851851851851,57.0,34.0,0.6571428571428571,55.0,48.0,0.1428571428571428,65.0,56.0,0.1578947368421052,54.0,48.0,0.1224489795918367,25.0,34.0,-0.2571428571428571,58.0,25.0,1.2692307692307692,53.0,30.0,0.7419354838709677,66.0,15.0,3.1875,39.0,27.0,0.4285714285714285,68.0,47.0,0.4375,154.0,188.0,0.4489795918367347,325.0,381.0,0.4596888260254597,443.0,557.0,0.4425574425574425,2.0,2.0,2.0,-85.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,-85.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,-85.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,-85.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2024-06-04,26.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.875,0.875,0.875,0.125,0.7069938775510205,77.0,strong,180d+,0,0,0,0.035111799832247305,419.0
ten_266,Jimenez Ltd,business,APAC,Technology,201-1000,Angel,sub_ten_266,business,27936.12,2023-08-31,2024-08-30,0,,2024-08-30,61,crm_ten_266,at-risk,referral,1,2023-08-31,APAC,Technology,1,0,61,304,True,10,3,7,0,1212.0,21.0,10.0,11.0,85.0,86.0,152.0,88.0,104.0,81.0,114.0,115.0,114.0,160.0,113.0,2589.0,44.0,10.0,11.0,207.0,226.0,282.0,185.0,230.0,222.0,256.0,210.0,219.0,320.0,232.0,3998.0,66.0,10.0,11.0,296.0,344.0,430.0,322.0,304.0,347.0,412.0,370.0,356.0,452.0,365.0,1896.0,10.0,2102.0,10.0,-0.0979553019495958,0.0,940.0,10.0,946.0,10.0,-0.0063357972544878,0.0,166.0,130.0,0.2748091603053435,153.0,191.0,-0.1979166666666666,210.0,220.0,-0.0452488687782805,132.0,190.0,-0.3036649214659686,150.0,154.0,-0.0258064516129032,146.0,201.0,-0.2722772277227723,172.0,240.0,-0.2821576763485477,157.0,213.0,-0.2616822429906542,180.0,176.0,0.0225988700564971,247.0,205.0,0.203883495145631,183.0,182.0,0.0054644808743169,616.0,596.0,0.5078318219291014,1277.0,1312.0,0.493050193050193,1886.0,2112.0,0.471617904476119,2.0,2.0,1.0,79.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,91.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,5.0,5.0,3.0,100.8,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,7.0,7.0,4.0,125.42857142857144,2.0,4.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,2024-06-22,8.0,0.5,0.5,0.0,0.0,0.5,0.25,0.0,0.25,0.4,0.4,0.0,0.2,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.2727272727272727,0.7802859102150941,49.2,watchlist,31-90d,1,0,0,0.140090990334077,130.0
ten_267,Hicks-Hill,business,EMEA,Healthcare,1-50,Jeffrey,sub_ten_267,business,27279.0,2023-07-06,2024-07-05,0,,2024-07-05,5,crm_ten_267,onboarding,outbound,1,2023-07-06,EMEA,Healthcare,1,0,5,360,True,1,0,0,1,194.0,19.0,1.0,11.0,3.0,12.0,13.0,7.0,14.0,31.0,20.0,39.0,20.0,13.0,22.0,397.0,39.0,1.0,11.0,43.0,16.0,33.0,17.0,36.0,50.0,45.0,55.0,32.0,29.0,41.0,637.0,58.0,1.0,11.0,76.0,43.0,54.0,29.0,56.0,62.0,56.0,78.0,60.0,39.0,84.0,267.0,1.0,370.0,1.0,-0.2776280323450135,0.0,103.0,1.0,149.0,1.0,-0.3066666666666666,0.0,10.0,66.0,-0.835820895522388,15.0,28.0,-0.4482758620689655,15.0,39.0,-0.6,17.0,12.0,0.3846153846153846,17.0,39.0,-0.55,36.0,26.0,0.3703703703703703,26.0,30.0,-0.1290322580645161,43.0,35.0,0.2222222222222222,32.0,28.0,0.1379310344827586,24.0,15.0,0.5625,32.0,52.0,-0.3773584905660377,72.0,122.0,0.3692307692307692,146.0,251.0,0.3668341708542713,252.0,385.0,0.3949843260188088,,,,,,,,,,,,,,1.0,1.0,1.0,43.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,43.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,138.83333333333334,3.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2024-05-23,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.3230692307692308,33.0,watchlist,0-30d,1,1,0,0.0727505656582573,270.0
ten_268,Baird-Sanchez,business,APAC,Legal,1-50,Jeffrey,sub_ten_268,business,15475.39,2023-06-18,2024-06-17,0,,2025-06-17,352,crm_ten_268,active,trial,1,2023-06-18,APAC,Legal,1,0,352,378,False,5,1,2,2,1473.0,26.0,5.0,11.0,81.0,239.0,122.0,84.0,186.0,122.0,61.0,92.0,206.0,201.0,79.0,2686.0,50.0,5.0,11.0,127.0,376.0,311.0,124.0,399.0,216.0,101.0,131.0,334.0,437.0,130.0,3719.0,74.0,5.0,11.0,181.0,525.0,428.0,191.0,538.0,272.0,196.0,189.0,429.0,561.0,209.0,1820.0,5.0,1899.0,5.0,-0.041578947368421,0.0,1203.0,5.0,1278.0,5.0,-0.0586395621579358,0.0,102.0,79.0,0.2875,296.0,229.0,0.2913043478260869,182.0,246.0,-0.2591093117408907,116.0,75.0,0.5394736842105263,265.0,273.0,-0.0291970802919708,137.0,135.0,0.0147058823529411,70.0,126.0,-0.4409448818897638,105.0,84.0,0.2470588235294117,241.0,188.0,0.2804232804232804,219.0,342.0,-0.358600583090379,87.0,122.0,-0.2845528455284553,954.0,519.0,0.6472184531886025,1857.0,829.0,0.6911053219203572,2481.0,1238.0,0.6669354838709678,,,,,,,,,,,,,,3.0,3.0,3.0,34.333333333333336,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,34.333333333333336,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,10.0,9.0,5.0,101.3,5.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2024-05-24,37.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.1666666666666666,0.698198869289914,43.9,watchlist,180d+,0,0,0,0.10985947185916281,183.0
ten_269,"Thomas, Lee and Greene",business,NAM,Finance,51-200,Patricia,sub_ten_269,business,26051.43,2023-09-20,2024-09-19,0,,2024-09-19,81,crm_ten_269,active,partner,1,2023-09-20,NAM,Finance,1,0,81,284,True,2,1,1,0,596.0,28.0,2.0,11.0,23.0,63.0,106.0,11.0,83.0,87.0,33.0,28.0,78.0,53.0,31.0,1037.0,55.0,2.0,11.0,54.0,116.0,163.0,42.0,150.0,133.0,50.0,47.0,88.0,146.0,48.0,1522.0,78.0,2.0,11.0,61.0,223.0,242.0,67.0,201.0,156.0,64.0,73.0,117.0,237.0,81.0,835.0,2.0,687.0,2.0,0.2151162790697674,0.0,539.0,2.0,481.0,2.0,0.1203319502074688,0.0,46.0,15.0,1.9375,80.0,143.0,-0.4375,147.0,95.0,0.5416666666666666,11.0,56.0,-0.7894736842105263,127.0,74.0,0.7066666666666667,120.0,36.0,2.27027027027027,36.0,28.0,0.2758620689655172,43.0,30.0,0.4193548387096774,81.0,36.0,1.2162162162162162,104.0,133.0,-0.2164179104477611,40.0,41.0,-0.0238095238095238,383.0,213.0,0.6415410385259631,663.0,374.0,0.638728323699422,1020.0,502.0,0.66973079448457,1.0,1.0,1.0,94.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,103.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,117.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,8.0,8.0,4.0,177.375,6.0,2.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,2024-06-17,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5077289782244556,62.2,stable,31-90d,0,0,0,0.07087507589853077,277.0
ten_270,"Suarez, Shields and Hill",business,NAM,Government,201-1000,Patricia,sub_ten_270,business,12601.39,2023-08-26,2024-08-25,0,,2024-08-25,56,crm_ten_270,active,trial,1,2023-08-26,NAM,Government,1,0,56,309,True,12,1,7,4,2645.0,20.0,12.0,11.0,91.0,382.0,374.0,113.0,405.0,259.0,91.0,91.0,326.0,450.0,63.0,5984.0,45.0,12.0,11.0,223.0,1025.0,647.0,285.0,754.0,559.0,269.0,300.0,802.0,872.0,248.0,8593.0,64.0,12.0,11.0,348.0,1333.0,972.0,411.0,1025.0,821.0,355.0,418.0,1246.0,1280.0,384.0,4010.0,12.0,4583.0,12.0,-0.125,0.0,2813.0,12.0,3043.0,12.0,-0.0755584756898817,0.0,143.0,205.0,-0.3009708737864077,652.0,681.0,-0.0425219941348973,464.0,508.0,-0.0864440078585461,209.0,202.0,0.0344827586206896,533.0,492.0,0.0831643002028397,380.0,441.0,-0.1380090497737556,158.0,197.0,-0.1969696969696969,161.0,257.0,-0.3720930232558139,496.0,750.0,-0.3382157123834887,668.0,612.0,0.0913539967373572,146.0,238.0,-0.3849372384937238,1937.0,708.0,0.7320483749055178,4100.0,1884.0,0.6850459482038429,5856.0,2737.0,0.6814056318361648,6.0,5.0,5.0,68.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,7.0,5.0,77.5,2.0,5.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,10.0,9.0,5.0,90.4,4.0,5.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,11.0,10.0,5.0,101.8181818181818,4.0,5.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2024-06-25,5.0,0.1666666666666666,0.6666666666666666,0.0,0.1666666666666666,0.25,0.625,0.0,0.125,0.4,0.5,0.0,0.1,0.9230769230769232,0.9230769230769232,0.9230769230769232,0.0769230769230769,0.8645452817024246,43.3,watchlist,31-90d,1,0,0,0.10932479113092558,185.0
